id,image_path,breed,ragdoll,split
28157986_217164348841297_8045674480825008128_n-5a9606581f4e1300367fff3f,data/cat_v1/bengal/28157986_217164348841297_8045674480825008128_n-5a9606581f4e1300367fff3f.jpg,bengal,0,train
28209b6d36d53298996458299227dca4,data/cat_v1/bengal/28209b6d36d53298996458299227dca4.png,bengal,0,train
28430549_572162953143506_2215371262585208832_n-5a96060b1f4e1300367ff4f0,data/cat_v1/bengal/28430549_572162953143506_2215371262585208832_n-5a96060b1f4e1300367ff4f0.jpg,bengal,0,train
306059656_c4fafc4a87_o,data/cat_v1/bengal/306059656_c4fafc4a87_o.jpg,bengal,0,train
32249-Bengal-female-cat-white-background,data/cat_v1/bengal/32249-Bengal-female-cat-white-background.jpg,bengal,0,train
379800,data/cat_v1/bengal/379800.jpg,bengal,0,train
3931eb090308eeaa58719fe66b9926c3,data/cat_v1/bengal/3931eb090308eeaa58719fe66b9926c3.jpg,bengal,0,test
3be35b792cbaa987776772fd2a67b78e,data/cat_v1/bengal/3be35b792cbaa987776772fd2a67b78e.jpg,bengal,0,test
3eb7e9a7542bdead2c633e4a2b06a588,data/cat_v1/bengal/3eb7e9a7542bdead2c633e4a2b06a588.jpg,bengal,0,train
40706-Portrait-of-Bengal-cat,data/cat_v1/bengal/40706-Portrait-of-Bengal-cat.jpg,bengal,0,test
40725-Bengal-cat-sitting-white-background,data/cat_v1/bengal/40725-Bengal-cat-sitting-white-background.jpg,bengal,0,train
425c7c6eba0b92a7da8d32e4502ff0e5,data/cat_v1/bengal/425c7c6eba0b92a7da8d32e4502ff0e5.jpg,bengal,0,train
42cfe991ab15fe999d446660b4ccb0b8,data/cat_v1/bengal/42cfe991ab15fe999d446660b4ccb0b8.jpg,bengal,0,val
53653d0ade9fc4d625055cd5c45b8d5c,data/cat_v1/bengal/53653d0ade9fc4d625055cd5c45b8d5c.jpg,bengal,0,train
5fba2bc61c502d3177e845b48807e38d,data/cat_v1/bengal/5fba2bc61c502d3177e845b48807e38d.jpg,bengal,0,train
60a954c22bba1,data/cat_v1/bengal/60a954c22bba1.jpg,bengal,0,train
610850dbd28f3cfea67e7d6350a8a0c1,data/cat_v1/bengal/610850dbd28f3cfea67e7d6350a8a0c1.jpg,bengal,0,train
677597,data/cat_v1/bengal/677597.jpg,bengal,0,train
67dd59a71ac467ca3224dd3ce87b1a6e,data/cat_v1/bengal/67dd59a71ac467ca3224dd3ce87b1a6e.jpg,bengal,0,test
687362,data/cat_v1/bengal/687362.jpg,bengal,0,train
68a0ecf22205aca18f080c83a32e083e,data/cat_v1/bengal/68a0ecf22205aca18f080c83a32e083e.jpg,bengal,0,train
6ae66c9e98081d48648b8ecc9784aedf,data/cat_v1/bengal/6ae66c9e98081d48648b8ecc9784aedf.jpg,bengal,0,train
6e3f4bd0cac61152e1e3addadd2f8b99,data/cat_v1/bengal/6e3f4bd0cac61152e1e3addadd2f8b99.jpg,bengal,0,test
7333956_f120,data/cat_v1/bengal/7333956_f120.jpg,bengal,0,train
7705350_f496,data/cat_v1/bengal/7705350_f496.jpg,bengal,0,val
789944-best-bengal-cat-wallpaper-2880x1800-download-free,data/cat_v1/bengal/789944-best-bengal-cat-wallpaper-2880x1800-download-free.jpg,bengal,0,val
7ef579c35092abb4e947cc5f14cd10e0,data/cat_v1/bengal/7ef579c35092abb4e947cc5f14cd10e0.jpg,bengal,0,train
81cfdf3adf43735cfb1ff26f4a39eb37,data/cat_v1/bengal/81cfdf3adf43735cfb1ff26f4a39eb37.jpg,bengal,0,train
82ae5d_88846557182b414c9f209e38a5e1fdca,data/cat_v1/bengal/82ae5d_88846557182b414c9f209e38a5e1fdca.jpg,bengal,0,train
8419356703_be58f9befa_b,data/cat_v1/bengal/8419356703_be58f9befa_b.jpg,bengal,0,test
84820126f5b8ca529e642f1f05e1f16a,data/cat_v1/bengal/84820126f5b8ca529e642f1f05e1f16a.jpg,bengal,0,train
86,data/cat_v1/bengal/86.jpg,bengal,0,train
896b6fec2b1cfe35ca5e756f03832b92,data/cat_v1/bengal/896b6fec2b1cfe35ca5e756f03832b92.jpg,bengal,0,train
8eb8f42f1120b1e839a80b30d46398d1,data/cat_v1/bengal/8eb8f42f1120b1e839a80b30d46398d1.jpg,bengal,0,train
8f85e72ba3af0bab8acfaafa6b84b64e,data/cat_v1/bengal/8f85e72ba3af0bab8acfaafa6b84b64e.jpg,bengal,0,train
92e7c0330b327268daedd9bef9e24b32.2.Snow-Bengal-Cats,data/cat_v1/bengal/92e7c0330b327268daedd9bef9e24b32.2.Snow-Bengal-Cats.jpg,bengal,0,train
999b15a314def9fed80ae19e4f1274f9,data/cat_v1/bengal/999b15a314def9fed80ae19e4f1274f9.jpg,bengal,0,test
A11--scaled,data/cat_v1/bengal/A11--scaled.jpg,bengal,0,train
A1kDTTc,data/cat_v1/bengal/A1kDTTc.jpg,bengal,0,train
AdobeStock_201128593,data/cat_v1/bengal/AdobeStock_201128593.jpg,bengal,0,train
Available-Kitten,data/cat_v1/bengal/Available-Kitten.jpg,bengal,0,train
Beautiful-Bengal-Cat-Playing,data/cat_v1/bengal/Beautiful-Bengal-Cat-Playing.jpg,bengal,0,train
Bengal-Cat-Blog-Photo-003,data/cat_v1/bengal/Bengal-Cat-Blog-Photo-003.jpg,bengal,0,train
Bengal-Cat-Blog-Photo-12080404,data/cat_v1/bengal/Bengal-Cat-Blog-Photo-12080404.jpg,bengal,0,train
Bengal-Cat-Blog-Photo-12122901,data/cat_v1/bengal/Bengal-Cat-Blog-Photo-12122901.jpg,bengal,0,train
Bengal-Cat-Blog-Photo-13022501,data/cat_v1/bengal/Bengal-Cat-Blog-Photo-13022501.jpg,bengal,0,train
Bengal-Cat-Loves-To-Play,data/cat_v1/bengal/Bengal-Cat-Loves-To-Play.jpg,bengal,0,train
Bengal-cat (2),data/cat_v1/bengal/Bengal-cat (2).jpg,bengal,0,test
Bengal7-1,data/cat_v1/bengal/Bengal7-1.jpg,bengal,0,train
Bengal9,data/cat_v1/bengal/Bengal9.jpg,bengal,0,train
BengalCatClose,data/cat_v1/bengal/BengalCatClose.jpg,bengal,0,train
Bengal_1,data/cat_v1/bengal/Bengal_1.jpg,bengal,0,train
Bengal_10,data/cat_v1/bengal/Bengal_10.jpg,bengal,0,train
Bengal_100,data/cat_v1/bengal/Bengal_100.jpg,bengal,0,train
Bengal_101,data/cat_v1/bengal/Bengal_101.jpg,bengal,0,train
Bengal_102,data/cat_v1/bengal/Bengal_102.jpg,bengal,0,train
Bengal_103,data/cat_v1/bengal/Bengal_103.jpg,bengal,0,train
Bengal_104,data/cat_v1/bengal/Bengal_104.jpg,bengal,0,train
Bengal_105,data/cat_v1/bengal/Bengal_105.jpg,bengal,0,train
Bengal_106,data/cat_v1/bengal/Bengal_106.jpg,bengal,0,val
Bengal_107,data/cat_v1/bengal/Bengal_107.jpg,bengal,0,train
Bengal_108,data/cat_v1/bengal/Bengal_108.jpg,bengal,0,train
Bengal_109,data/cat_v1/bengal/Bengal_109.jpg,bengal,0,train
Bengal_11,data/cat_v1/bengal/Bengal_11.jpg,bengal,0,val
Bengal_110,data/cat_v1/bengal/Bengal_110.jpg,bengal,0,train
Bengal_111,data/cat_v1/bengal/Bengal_111.jpg,bengal,0,train
Bengal_112,data/cat_v1/bengal/Bengal_112.jpg,bengal,0,train
Bengal_113,data/cat_v1/bengal/Bengal_113.jpg,bengal,0,val
Bengal_114,data/cat_v1/bengal/Bengal_114.jpg,bengal,0,train
Bengal_115,data/cat_v1/bengal/Bengal_115.jpg,bengal,0,train
Bengal_116,data/cat_v1/bengal/Bengal_116.jpg,bengal,0,val
Bengal_117,data/cat_v1/bengal/Bengal_117.jpg,bengal,0,train
Bengal_118,data/cat_v1/bengal/Bengal_118.jpg,bengal,0,train
Bengal_119,data/cat_v1/bengal/Bengal_119.jpg,bengal,0,train
Bengal_12,data/cat_v1/bengal/Bengal_12.jpg,bengal,0,test
Bengal_120,data/cat_v1/bengal/Bengal_120.jpg,bengal,0,val
Bengal_121,data/cat_v1/bengal/Bengal_121.jpg,bengal,0,train
Bengal_122,data/cat_v1/bengal/Bengal_122.jpg,bengal,0,test
Bengal_123,data/cat_v1/bengal/Bengal_123.jpg,bengal,0,train
Bengal_124,data/cat_v1/bengal/Bengal_124.jpg,bengal,0,train
Bengal_125,data/cat_v1/bengal/Bengal_125.jpg,bengal,0,train
Bengal_126,data/cat_v1/bengal/Bengal_126.jpg,bengal,0,train
Bengal_127,data/cat_v1/bengal/Bengal_127.jpg,bengal,0,train
Bengal_128,data/cat_v1/bengal/Bengal_128.jpg,bengal,0,train
Bengal_129,data/cat_v1/bengal/Bengal_129.jpg,bengal,0,test
Bengal_13,data/cat_v1/bengal/Bengal_13.jpg,bengal,0,train
Bengal_130,data/cat_v1/bengal/Bengal_130.jpg,bengal,0,train
Bengal_131,data/cat_v1/bengal/Bengal_131.jpg,bengal,0,train
Bengal_132,data/cat_v1/bengal/Bengal_132.jpg,bengal,0,test
Bengal_133,data/cat_v1/bengal/Bengal_133.jpg,bengal,0,test
Bengal_134,data/cat_v1/bengal/Bengal_134.jpg,bengal,0,train
Bengal_135,data/cat_v1/bengal/Bengal_135.jpg,bengal,0,test
Bengal_136,data/cat_v1/bengal/Bengal_136.jpg,bengal,0,train
Bengal_137,data/cat_v1/bengal/Bengal_137.jpg,bengal,0,val
Bengal_138,data/cat_v1/bengal/Bengal_138.jpg,bengal,0,val
Bengal_139,data/cat_v1/bengal/Bengal_139.jpg,bengal,0,train
Bengal_14,data/cat_v1/bengal/Bengal_14.jpg,bengal,0,test
Bengal_140,data/cat_v1/bengal/Bengal_140.jpg,bengal,0,train
Bengal_141,data/cat_v1/bengal/Bengal_141.jpg,bengal,0,val
Bengal_142,data/cat_v1/bengal/Bengal_142.jpg,bengal,0,test
Bengal_143,data/cat_v1/bengal/Bengal_143.jpg,bengal,0,train
Bengal_144,data/cat_v1/bengal/Bengal_144.jpg,bengal,0,train
Bengal_145,data/cat_v1/bengal/Bengal_145.jpg,bengal,0,val
Bengal_146,data/cat_v1/bengal/Bengal_146.jpg,bengal,0,train
Bengal_147,data/cat_v1/bengal/Bengal_147.jpg,bengal,0,train
Bengal_148,data/cat_v1/bengal/Bengal_148.jpg,bengal,0,train
Bengal_149,data/cat_v1/bengal/Bengal_149.jpg,bengal,0,test
Bengal_15,data/cat_v1/bengal/Bengal_15.jpg,bengal,0,train
Bengal_150,data/cat_v1/bengal/Bengal_150.jpg,bengal,0,train
Bengal_151,data/cat_v1/bengal/Bengal_151.jpg,bengal,0,train
Bengal_152,data/cat_v1/bengal/Bengal_152.jpg,bengal,0,train
Bengal_153,data/cat_v1/bengal/Bengal_153.jpg,bengal,0,train
Bengal_154,data/cat_v1/bengal/Bengal_154.jpg,bengal,0,train
Bengal_155,data/cat_v1/bengal/Bengal_155.jpg,bengal,0,train
Bengal_156,data/cat_v1/bengal/Bengal_156.jpg,bengal,0,test
Bengal_157,data/cat_v1/bengal/Bengal_157.jpg,bengal,0,test
Bengal_158,data/cat_v1/bengal/Bengal_158.jpg,bengal,0,train
Bengal_159,data/cat_v1/bengal/Bengal_159.jpg,bengal,0,train
Bengal_16,data/cat_v1/bengal/Bengal_16.jpg,bengal,0,val
Bengal_160,data/cat_v1/bengal/Bengal_160.jpg,bengal,0,train
Bengal_161,data/cat_v1/bengal/Bengal_161.jpg,bengal,0,train
Bengal_162,data/cat_v1/bengal/Bengal_162.jpg,bengal,0,test
Bengal_163,data/cat_v1/bengal/Bengal_163.jpg,bengal,0,val
Bengal_164,data/cat_v1/bengal/Bengal_164.jpg,bengal,0,val
Bengal_165,data/cat_v1/bengal/Bengal_165.jpg,bengal,0,test
Bengal_166,data/cat_v1/bengal/Bengal_166.jpg,bengal,0,test
Bengal_167,data/cat_v1/bengal/Bengal_167.jpg,bengal,0,test
Bengal_168,data/cat_v1/bengal/Bengal_168.jpg,bengal,0,train
Bengal_169,data/cat_v1/bengal/Bengal_169.jpg,bengal,0,train
Bengal_17,data/cat_v1/bengal/Bengal_17.jpg,bengal,0,val
Bengal_170,data/cat_v1/bengal/Bengal_170.jpg,bengal,0,train
Bengal_171,data/cat_v1/bengal/Bengal_171.jpg,bengal,0,train
Bengal_172,data/cat_v1/bengal/Bengal_172.jpg,bengal,0,test
Bengal_173,data/cat_v1/bengal/Bengal_173.jpg,bengal,0,test
Bengal_174,data/cat_v1/bengal/Bengal_174.jpg,bengal,0,train
Bengal_175,data/cat_v1/bengal/Bengal_175.jpg,bengal,0,train
Bengal_176,data/cat_v1/bengal/Bengal_176.jpg,bengal,0,train
Bengal_177,data/cat_v1/bengal/Bengal_177.jpg,bengal,0,train
Bengal_178,data/cat_v1/bengal/Bengal_178.jpg,bengal,0,test
Bengal_179,data/cat_v1/bengal/Bengal_179.jpg,bengal,0,train
Bengal_18,data/cat_v1/bengal/Bengal_18.jpg,bengal,0,train
Bengal_180,data/cat_v1/bengal/Bengal_180.jpg,bengal,0,train
Bengal_182,data/cat_v1/bengal/Bengal_182.jpg,bengal,0,train
Bengal_183,data/cat_v1/bengal/Bengal_183.jpg,bengal,0,train
Bengal_184,data/cat_v1/bengal/Bengal_184.jpg,bengal,0,train
Bengal_185,data/cat_v1/bengal/Bengal_185.jpg,bengal,0,train
Bengal_186,data/cat_v1/bengal/Bengal_186.jpg,bengal,0,train
Bengal_19,data/cat_v1/bengal/Bengal_19.jpg,bengal,0,train
Bengal_2,data/cat_v1/bengal/Bengal_2.jpg,bengal,0,train
Bengal_20,data/cat_v1/bengal/Bengal_20.jpg,bengal,0,train
Bengal_21,data/cat_v1/bengal/Bengal_21.jpg,bengal,0,train
Bengal_22,data/cat_v1/bengal/Bengal_22.jpg,bengal,0,train
Bengal_23,data/cat_v1/bengal/Bengal_23.jpg,bengal,0,test
Bengal_24,data/cat_v1/bengal/Bengal_24.jpg,bengal,0,train
Bengal_25,data/cat_v1/bengal/Bengal_25.jpg,bengal,0,train
Bengal_26,data/cat_v1/bengal/Bengal_26.jpg,bengal,0,train
Bengal_27,data/cat_v1/bengal/Bengal_27.jpg,bengal,0,train
Bengal_28,data/cat_v1/bengal/Bengal_28.jpg,bengal,0,train
Bengal_29,data/cat_v1/bengal/Bengal_29.jpg,bengal,0,val
Bengal_3,data/cat_v1/bengal/Bengal_3.jpg,bengal,0,test
Bengal_30,data/cat_v1/bengal/Bengal_30.jpg,bengal,0,val
Bengal_31,data/cat_v1/bengal/Bengal_31.jpg,bengal,0,test
Bengal_32,data/cat_v1/bengal/Bengal_32.jpg,bengal,0,val
Bengal_33,data/cat_v1/bengal/Bengal_33.jpg,bengal,0,train
Bengal_34,data/cat_v1/bengal/Bengal_34.jpg,bengal,0,train
Bengal_35,data/cat_v1/bengal/Bengal_35.jpg,bengal,0,train
Bengal_36,data/cat_v1/bengal/Bengal_36.jpg,bengal,0,train
Bengal_37,data/cat_v1/bengal/Bengal_37.jpg,bengal,0,test
Bengal_38,data/cat_v1/bengal/Bengal_38.jpg,bengal,0,train
Bengal_39,data/cat_v1/bengal/Bengal_39.jpg,bengal,0,val
Bengal_4,data/cat_v1/bengal/Bengal_4.jpg,bengal,0,train
Bengal_40,data/cat_v1/bengal/Bengal_40.jpg,bengal,0,train
Bengal_41,data/cat_v1/bengal/Bengal_41.jpg,bengal,0,test
Bengal_42,data/cat_v1/bengal/Bengal_42.jpg,bengal,0,test
Bengal_43,data/cat_v1/bengal/Bengal_43.jpg,bengal,0,test
Bengal_44,data/cat_v1/bengal/Bengal_44.jpg,bengal,0,train
Bengal_45,data/cat_v1/bengal/Bengal_45.jpg,bengal,0,train
Bengal_46,data/cat_v1/bengal/Bengal_46.jpg,bengal,0,test
Bengal_47,data/cat_v1/bengal/Bengal_47.jpg,bengal,0,test
Bengal_48,data/cat_v1/bengal/Bengal_48.jpg,bengal,0,val
Bengal_49,data/cat_v1/bengal/Bengal_49.jpg,bengal,0,train
Bengal_5,data/cat_v1/bengal/Bengal_5.jpg,bengal,0,train
Bengal_50,data/cat_v1/bengal/Bengal_50.jpg,bengal,0,train
Bengal_51,data/cat_v1/bengal/Bengal_51.jpg,bengal,0,train
Bengal_52,data/cat_v1/bengal/Bengal_52.jpg,bengal,0,train
Bengal_53,data/cat_v1/bengal/Bengal_53.jpg,bengal,0,train
Bengal_54,data/cat_v1/bengal/Bengal_54.jpg,bengal,0,train
Bengal_55,data/cat_v1/bengal/Bengal_55.jpg,bengal,0,train
Bengal_56,data/cat_v1/bengal/Bengal_56.jpg,bengal,0,test
Bengal_57,data/cat_v1/bengal/Bengal_57.jpg,bengal,0,train
Bengal_58,data/cat_v1/bengal/Bengal_58.jpg,bengal,0,train
Bengal_59,data/cat_v1/bengal/Bengal_59.jpg,bengal,0,test
Bengal_6,data/cat_v1/bengal/Bengal_6.jpg,bengal,0,train
Bengal_60,data/cat_v1/bengal/Bengal_60.jpg,bengal,0,train
Bengal_61,data/cat_v1/bengal/Bengal_61.jpg,bengal,0,train
Bengal_62,data/cat_v1/bengal/Bengal_62.jpg,bengal,0,train
Bengal_63,data/cat_v1/bengal/Bengal_63.jpg,bengal,0,train
Bengal_64,data/cat_v1/bengal/Bengal_64.jpg,bengal,0,test
Bengal_65,data/cat_v1/bengal/Bengal_65.jpg,bengal,0,train
Bengal_66,data/cat_v1/bengal/Bengal_66.jpg,bengal,0,train
Bengal_67,data/cat_v1/bengal/Bengal_67.jpg,bengal,0,train
Bengal_68,data/cat_v1/bengal/Bengal_68.jpg,bengal,0,test
Bengal_69,data/cat_v1/bengal/Bengal_69.jpg,bengal,0,val
Bengal_7,data/cat_v1/bengal/Bengal_7.jpg,bengal,0,train
Bengal_70,data/cat_v1/bengal/Bengal_70.jpg,bengal,0,train
Bengal_71,data/cat_v1/bengal/Bengal_71.jpg,bengal,0,train
Bengal_72,data/cat_v1/bengal/Bengal_72.jpg,bengal,0,train
Bengal_73,data/cat_v1/bengal/Bengal_73.jpg,bengal,0,train
Bengal_74,data/cat_v1/bengal/Bengal_74.jpg,bengal,0,val
Bengal_75,data/cat_v1/bengal/Bengal_75.jpg,bengal,0,train
Bengal_76,data/cat_v1/bengal/Bengal_76.jpg,bengal,0,train
Bengal_77,data/cat_v1/bengal/Bengal_77.jpg,bengal,0,train
Bengal_78,data/cat_v1/bengal/Bengal_78.jpg,bengal,0,train
Bengal_79,data/cat_v1/bengal/Bengal_79.jpg,bengal,0,val
Bengal_8,data/cat_v1/bengal/Bengal_8.jpg,bengal,0,train
Bengal_80,data/cat_v1/bengal/Bengal_80.jpg,bengal,0,train
Bengal_81,data/cat_v1/bengal/Bengal_81.jpg,bengal,0,train
Bengal_82,data/cat_v1/bengal/Bengal_82.jpg,bengal,0,val
Bengal_83,data/cat_v1/bengal/Bengal_83.jpg,bengal,0,val
Bengal_84,data/cat_v1/bengal/Bengal_84.jpg,bengal,0,train
Bengal_85,data/cat_v1/bengal/Bengal_85.jpg,bengal,0,train
Bengal_86,data/cat_v1/bengal/Bengal_86.jpg,bengal,0,train
Bengal_87,data/cat_v1/bengal/Bengal_87.jpg,bengal,0,train
Bengal_88,data/cat_v1/bengal/Bengal_88.jpg,bengal,0,train
Bengal_89,data/cat_v1/bengal/Bengal_89.jpg,bengal,0,val
Bengal_9,data/cat_v1/bengal/Bengal_9.jpg,bengal,0,val
Bengal_90,data/cat_v1/bengal/Bengal_90.jpg,bengal,0,train
Bengal_91,data/cat_v1/bengal/Bengal_91.jpg,bengal,0,train
Bengal_92,data/cat_v1/bengal/Bengal_92.jpg,bengal,0,train
Bengal_93,data/cat_v1/bengal/Bengal_93.jpg,bengal,0,train
Bengal_94,data/cat_v1/bengal/Bengal_94.jpg,bengal,0,train
Bengal_95,data/cat_v1/bengal/Bengal_95.jpg,bengal,0,train
Bengal_96,data/cat_v1/bengal/Bengal_96.jpg,bengal,0,train
Bengal_97,data/cat_v1/bengal/Bengal_97.jpg,bengal,0,train
Bengal_98,data/cat_v1/bengal/Bengal_98.jpg,bengal,0,val
Bengal_99,data/cat_v1/bengal/Bengal_99.jpg,bengal,0,test
Bengal_Cat,data/cat_v1/bengal/Bengal_Cat.jpg,bengal,0,train
Bengal_cat_2,data/cat_v1/bengal/Bengal_cat_2.jpg,bengal,0,train
Bengal_chat,data/cat_v1/bengal/Bengal_chat.jpg,bengal,0,train
Big-Bengal-Cat-Is-Very-Lazy,data/cat_v1/bengal/Big-Bengal-Cat-Is-Very-Lazy.jpg,bengal,0,train
Brilliant-Brown-Bengal-Cat-Looking-Up,data/cat_v1/bengal/Brilliant-Brown-Bengal-Cat-Looking-Up.jpg,bengal,0,test
Canva-Bengal-cat-Portrait,data/cat_v1/bengal/Canva-Bengal-cat-Portrait.jpg,bengal,0,test
Cat-L00131926-euscNM-orig,data/cat_v1/bengal/Cat-L00131926-euscNM-orig.jpg,bengal,0,train
Cutest-Bengal-Cat-Have-Gorgeous-Blue-Eyes,data/cat_v1/bengal/Cutest-Bengal-Cat-Have-Gorgeous-Blue-Eyes.jpg,bengal,0,test
Fantastic-Bengal-Cat-With-Green-Eyes,data/cat_v1/bengal/Fantastic-Bengal-Cat-With-Green-Eyes.jpg,bengal,0,train
Full-Grown-Adult-Bengal-Cat-Sitting-On-Floor,data/cat_v1/bengal/Full-Grown-Adult-Bengal-Cat-Sitting-On-Floor.jpg,bengal,0,train
Gato-bengal-grandes-factos-que-desconhece,data/cat_v1/bengal/Gato-bengal-grandes-factos-que-desconhece.jpg,bengal,0,train
GettyImages-140000553-5bd2454846e0fb0051a52178,data/cat_v1/bengal/GettyImages-140000553-5bd2454846e0fb0051a52178.jpg,bengal,0,train
Golden-And-Black-Bengal-Cat-In-Womans-Arm,data/cat_v1/bengal/Golden-And-Black-Bengal-Cat-In-Womans-Arm.jpg,bengal,0,val
IMG_9518,data/cat_v1/bengal/IMG_9518.jpg,bengal,0,train
IMG_9526,data/cat_v1/bengal/IMG_9526.jpg,bengal,0,train
Mind-Blowing-Bengal-Cat-Mother-With-Their-Small-Kids,data/cat_v1/bengal/Mind-Blowing-Bengal-Cat-Mother-With-Their-Small-Kids.jpg,bengal,0,val
My-little-dude-apollo-the-bengal-cat,data/cat_v1/bengal/My-little-dude-apollo-the-bengal-cat.jpg,bengal,0,train
Photo3-1-1024x1024,data/cat_v1/bengal/Photo3-1-1024x1024.jpg,bengal,0,train
QkzHIH8,data/cat_v1/bengal/QkzHIH8.jpg,bengal,0,train
Seal-Lynx-Point,data/cat_v1/bengal/Seal-Lynx-Point.jpg,bengal,0,val
Small-Bengal-Cat-Kitten-With-Tiny-Tail,data/cat_v1/bengal/Small-Bengal-Cat-Kitten-With-Tiny-Tail.jpg,bengal,0,train
Snow-Bengal-Cat,data/cat_v1/bengal/Snow-Bengal-Cat.png,bengal,0,train
TgqzRs,data/cat_v1/bengal/TgqzRs.jpg,bengal,0,train
Thor-Belgian-Bengal-Cat,data/cat_v1/bengal/Thor-Belgian-Bengal-Cat.jpg,bengal,0,train
Two_bengal_cats_edit,data/cat_v1/bengal/Two_bengal_cats_edit.jpg,bengal,0,val
Very-Lazy-Bengal-Cat-Have-Green-Eyes,data/cat_v1/bengal/Very-Lazy-Bengal-Cat-Have-Green-Eyes.jpg,bengal,0,train
WwOtFWJ,data/cat_v1/bengal/WwOtFWJ.jpg,bengal,0,train
a3affb33a4ae8e429f0874b01dd7b0d1,data/cat_v1/bengal/a3affb33a4ae8e429f0874b01dd7b0d1.jpg,bengal,0,train
ab5af54db4045d1bca31bc4a8bd29911,data/cat_v1/bengal/ab5af54db4045d1bca31bc4a8bd29911.jpg,bengal,0,train
amur-leopard-cub-bengal-cat-photography-wallpaper,data/cat_v1/bengal/amur-leopard-cub-bengal-cat-photography-wallpaper.jpg,bengal,0,test
b11acb20797de687a98396435c9ec0ee,data/cat_v1/bengal/b11acb20797de687a98396435c9ec0ee.jpg,bengal,0,train
b17,data/cat_v1/bengal/b17.jpg,bengal,0,val
b9d81405fffd73fdd76b81cc3765ae2c,data/cat_v1/bengal/b9d81405fffd73fdd76b81cc3765ae2c.jpg,bengal,0,train
ba38842b26fb69a89f7cbab2e89b3302,data/cat_v1/bengal/ba38842b26fb69a89f7cbab2e89b3302.jpg,bengal,0,train
babbling-bengals,data/cat_v1/bengal/babbling-bengals.jpg,bengal,0,train
beigeboy2frontlg5wks,data/cat_v1/bengal/beigeboy2frontlg5wks.jpg,bengal,0,train
bengal-534185,data/cat_v1/bengal/bengal-534185.jpg,bengal,0,train
